node_id,label,name,stock_code,company_name,short_name,aliases,exchange,person_id,person_name,role_title,industry_code,industry_name,level,institution_id,institution_name,institution_type,event_id,event_type,event_name,event_time,description,confidence,policy_id,policy_name,issuer,publish_date,doc_id,title,source,url,publish_time,category
300021,Company,大禹节水,300021,甘肃大禹节水集团水利水电工程有限责任公司,大禹节水,大禹节水集团股份有限公司,深交所,,,,,,,,,,,,,,,,,,,,,,,,,
300022,Company,吉峰科技,300022,吉峰三农科技服务股份有限公司,吉峰科技,,深交所,,,,,,,,,,,,,,,,,,,,,,,,,
300059,Company,东方财富,300059,东方财富信息股份有限公司,东方财富,东方财富|东方财富证券|东方财富证券股份有限公司,深交所,,,,,,,,,,,,,,,,,,,,,,,,,
300191,Company,潜能恒信,300191,潜能恒信蒙古勘探开发工程服务有限公司,潜能恒信,潜能恒信能源技术股份有限公司,深交所,,,,,,,,,,,,,,,,,,,,,,,,,
300209,Company,行云科技,300209,行云科技股份有限公司,行云科技,行云科技,深交所,,,,,,,,,,,,,,,,,,,,,,,,,
300265,Company,通光线缆,300265,江苏通光电子线缆股份有限公司,通光线缆,,深交所,,,,,,,,,,,,,,,,,,,,,,,,,
300274,Company,阳光电源,300274,阳光电源股份有限公司,阳光电源,阳光电源,深交所,,,,,,,,,,,,,,,,,,,,,,,,,
300351,Company,永贵电器,300351,浙江永贵电器股份有限公司,永贵电器,,深交所,,,,,,,,,,,,,,,,,,,,,,,,,
300355,Company,蒙草生态,300355,蒙草生态环境（集团）股份有限公司,蒙草生态,,深交所,,,,,,,,,,,,,,,,,,,,,,,,,
300393,Company,中来股份,300393,苏州中来光伏新材股份有限公司,中来股份,,深交所,,,,,,,,,,,,,,,,,,,,,,,,,
300436,Company,广生堂,300436,福建广生堂药业股份有限公司,广生堂,广生堂,深交所,,,,,,,,,,,,,,,,,,,,,,,,,
300504,Company,天邑股份,300504,四川天邑康和通信股份有限公司,天邑股份,,深交所,,,,,,,,,,,,,,,,,,,,,,,,,
300510,Company,金冠股份,300510,吉林省金冠电气股份有限公司,金冠股份,金冠股份,深交所,,,,,,,,,,,,,,,,,,,,,,,,,
300562,Company,乐心股份,300562,广东乐心医疗电子股份有限公司,乐心股份,乐心股份,深交所,,,,,,,,,,,,,,,,,,,,,,,,,
300571,Company,平治信息,300571,杭州平治信息技术股份有限公司,平治信息,平治信息,深交所,,,,,,,,,,,,,,,,,,,,,,,,,
300642,Company,透景生命,300642,上海透景生命科技股份有限公司,透景生命,江西透景生命科技有限公司|湖南透景生命科技有限公司,深交所,,,,,,,,,,,,,,,,,,,,,,,,,
300723,Company,一品红,300723,一品红药业集团股份有限公司,一品红,一品红|一品红制药有限公司|广州一品红制药有限公司,深交所,,,,,,,,,,,,,,,,,,,,,,,,,
300750,Company,宁德时代,300750,宁德时代新能源科技股份有限公司,宁德时代,宁德时代,深交所,,,,,,,,,,,,,,,,,,,,,,,,,
300757,Company,罗博特科,300757,罗博特科智能科技股份有限公司,罗博特科,罗博特科,深交所,,,,,,,,,,,,,,,,,,,,,,,,,
300765,Company,石药创新,300765,石药创新制药股份有限公司,石药创新,石药创新,深交所,,,,,,,,,,,,,,,,,,,,,,,,,
300854,Company,中兰环保,300854,中兰环保（香港）科技有限公司,中兰环保,中兰环保|中兰环保科技股份有限公司,深交所,,,,,,,,,,,,,,,,,,,,,,,,,
300869,Company,康泰医学,300869,康泰医学系统（秦皇岛）股份有限公司,康泰医学,,深交所,,,,,,,,,,,,,,,,,,,,,,,,,
300900,Company,广联航空,300900,广联航空工业股份有限公司,广联航空,,深交所,,,,,,,,,,,,,,,,,,,,,,,,,
301085,Company,亚康股份,301085,北京亚康万玮信息技术股份有限公司,亚康股份,亚康股份,深交所,,,,,,,,,,,,,,,,,,,,,,,,,
301235,Company,华康洁净,301235,武汉华康世纪洁净科技股份有限公司,华康洁净,,深交所,,,,,,,,,,,,,,,,,,,,,,,,,
600019,Company,宝钢股份,600019,宝山钢铁股份有限公司,宝钢股份,,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600028,Company,中国石化,600028,中国石油化工股份有限公司,中国石化,中国石化|中国石化集团公司,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600030,Company,中信证券,600030,中信证券国际有限公司,中信证券,中信证券|中信证券股份有限公司,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600031,Company,三一重工,600031,三一重工股份有限公司,三一重工,,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600036,Company,招商银行,600036,招商银行股份有限公司,招商银行,招商银行,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600048,Company,保利发展,600048,保利发展控股集团股份有限公司,保利发展,保利发展,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600062,Company,华润双鹤,600062,华润双鹤利民药业(济南)有限公司,华润双鹤,华润双鹤|华润双鹤湘中药业(湖南)有限公司|华润双鹤药业股份有限公司,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600079,Company,ST人福,600079,人福医药集团股份公司,ST人福,,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600089,Company,特变电工,600089,特变电工新疆新能源股份有限公司,特变电工,特变电工|特变电工股份有限公司,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600104,Company,上汽集团,600104,上海汽车集团股份有限公司,上汽集团,上汽集团,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600196,Company,复星医药,600196,上海复星医药（集团）股份有限公司,复星医药,上海复星医药产业发展有限公司|复星医药,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600267,Company,海正药业,600267,浙江海正药业股份有限公司,海正药业,海正药业|海正药业（杭州）有限公司,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600276,Company,恒瑞医药,600276,江苏恒瑞医药股份有限公司,恒瑞医药,恒瑞医药,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600309,Company,万华化学,600309,万华化学集团物资有限公司,万华化学,万华化学集团股份有限公司,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600406,Company,国电南瑞,600406,国电南瑞科技股份有限公司,国电南瑞,国电南瑞,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600420,Company,国药现代,600420,上海现代制药股份有限公司,国药现代,,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600438,Company,通威股份,600438,通威股份有限公司,通威股份,通威股份,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600488,Company,津药药业,600488,湖北津药药业股份有限公司,津药药业,津药药业|津药药业股份有限公司,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600519,Company,贵州茅台,600519,中国贵州茅台酒厂（集团）有限责任公司,贵州茅台,贵州茅台|贵州茅台酒厂（集团）技术开发有限公司|贵州茅台酒股份有限公司|贵州茅台集团财务有限公司,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600521,Company,华海药业,600521,华海药业欧洲责任有限公司,华海药业,华海药业|浙江华海药业股份有限公司,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600522,Company,中天科技,600522,江苏中天科技股份有限公司,中天科技,中天科技|中天科技集团有限公司,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600587,Company,新华医疗,600587,山东新华医疗器械股份有限公司,新华医疗,,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600789,Company,鲁抗医药,600789,山东鲁抗医药集团赛特有限责任公司,鲁抗医药,山东鲁抗医药股份有限公司|鲁抗医药,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600875,Company,东方电气,600875,东方电气（成都）氢能科技有限公司,东方电气,东方电气|东方电气股份有限公司|东方电气集团财务有限公司|中国东方电气集团有限公司,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600887,Company,伊利股份,600887,内蒙古伊利实业集团股份有限公司,伊利股份,伊利股份,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600900,Company,长江电力,600900,中国长江电力股份有限公司,长江电力,长江电力,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
600970,Company,中材国际,600970,中国中材国际工程股份有限公司,中材国际,中材国际|中材国际建筑材料及工程公司,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
601012,Company,隆基绿能,601012,隆基绿能科技股份有限公司,隆基绿能,隆基绿能,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
601088,Company,中国神华,601088,中国神华能源股份有限公司,中国神华,中国神华,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
601089,Company,福元医药,601089,北京福元医药股份有限公司,福元医药,,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
601138,Company,工业富联,601138,富士康工业互联网股份有限公司,工业富联,工业富联,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
601186,Company,中国铁建,601186,中国铁建股份有限公司,中国铁建,中国铁建|中国铁建财务有限公司,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
601318,Company,中国平安,601318,中国平安保险（集团）股份有限公司－集团本级－自有资金,中国平安,中国平安|中国平安保险（集团）股份有限公司,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
601390,Company,中国中铁,601390,中国中铁股份有限公司,中国中铁,中国中铁,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
601398,Company,工商银行,601398,中国工商银行股份有限公司成都青龙支行,工商银行,中国工商银行股份有限公司,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
601567,Company,三星电气,601567,宁波三星医疗电气股份有限公司,三星电气,,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
601633,Company,长城汽车,601633,长城汽车股份有限公司,长城汽车,长城汽车,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
601668,Company,中国建筑,601668,中国建筑西南勘察设计研究院有限公司,中国建筑,中国建筑股份有限公司|中国建筑集团有限公司,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
601727,Company,上海电气,601727,上海电气国轩新能源科技有限公司,上海电气,上海电气集团股份有限公司|上海电气香港有限公司,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
601899,Company,紫金矿业,601899,紫金矿业集团股份有限公司,紫金矿业,紫金矿业,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
603087,Company,甘李药业,603087,甘李药业欧洲有限责任公司,甘李药业,甘李药业|甘李药业山东有限公司|甘李药业股份有限公司,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
603163,Company,圣晖集成,603163,圣晖系统集成集团股份有限公司,圣晖集成,,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
603288,Company,海天味业,603288,佛山市海天调味食品股份有限公司,海天味业,海天味业,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
603856,Company,东宏股份,603856,山东东宏管业股份有限公司,东宏股份,东宏股份,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
605287,Company,德才股份,605287,德才装饰股份有限公司,德才股份,德才股份,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
688485,Company,九州一轨,688485,北京九州一轨环境科技股份有限公司,九州一轨,,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
688506,Company,百利天恒,688506,四川百利天恒药业股份有限公司,百利天恒,百利天恒,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
688981,Company,中芯国际,688981,中芯国际集成电路制造有限公司,中芯国际,中芯国际,上交所,,,,,,,,,,,,,,,,,,,,,,,,,
920019,Company,铜冠矿建,920019,铜陵有色金属集团铜冠矿山建设股份有限公司,铜冠矿建,铜冠矿建（赞比亚）有限公司,北交所,,,,,,,,,,,,,,,,,,,,,,,,,
HCONF-0001,Company,PT.ACTER INTEGRATION TECHNOLOGY INDONESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCONF-0002,Company,PT.Hardases Abadi Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCONF-0003,Company,中国中元国际工程有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCONF-0004,Company,中国电信股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCONF-0005,Company,中国电信集团有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCONF-0006,Company,中国移动通信有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCONF-0007,Company,中国邮政速递物流股份有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCONF-0008,Company,安徽元控储充新能源科技有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCONF-0009,Company,川环科技,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCONF-0010,Company,浪潮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCONF-0011,Company,芜湖联飞,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HCONF-0012,Company,贵州时代矿业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PER-0001,Person,丁列明,,,,,,PER-0001,丁列明,,,,,,,,,,,,,,,,,,,,,,,
PER-0002,Person,丁红岩,,,,,,PER-0002,丁红岩,,,,,,,,,,,,,,,,,,,,,,,
PER-0003,Person,丁肇邦,,,,,,PER-0003,丁肇邦,,,,,,,,,,,,,,,,,,,,,,,
PER-0004,Person,丁臻宇,,,,,,PER-0004,丁臻宇,,,,,,,,,,,,,,,,,,,,,,,
PER-0005,Person,丁迎东,,,,,,PER-0005,丁迎东,,,,,,,,,,,,,,,,,,,,,,,
PER-0006,Person,丁邦清先生,,,,,,PER-0006,丁邦清先生,,,,,,,,,,,,,,,,,,,,,,,
PER-0007,Person,严轲,,,,,,PER-0007,严轲,,,,,,,,,,,,,,,,,,,,,,,
PER-0008,Person,于保荣,,,,,,PER-0008,于保荣,,,,,,,,,,,,,,,,,,,,,,,
PER-0009,Person,于志华,,,,,,PER-0009,于志华,,,,,,,,,,,,,,,,,,,,,,,
PER-0010,Person,于海涛,,,,,,PER-0010,于海涛,,,,,,,,,,,,,,,,,,,,,,,
PER-0011,Person,付智,,,,,,PER-0011,付智,,,,,,,,,,,,,,,,,,,,,,,
PER-0012,Person,付欣,,,,,,PER-0012,付欣,,,,,,,,,,,,,,,,,,,,,,,
PER-0013,Person,付鉴,,,,,,PER-0013,付鉴,,,,,,,,,,,,,,,,,,,,,,,
PER-0014,Person,代文先生,,,,,,PER-0014,代文先生,,,,,,,,,,,,,,,,,,,,,,,
PER-0015,Person,伍雄辉,,,,,,PER-0015,伍雄辉,,,,,,,,,,,,,,,,,,,,,,,
PER-0016,Person,何华生,,,,,,PER-0016,何华生,,,,,,,,,,,,,,,,,,,,,,,
PER-0017,Person,何平,,,,,,PER-0017,何平,,,,,,,,,,,,,,,,,,,,,,,
PER-0018,Person,何康,,,,,,PER-0018,何康,,,,,,,,,,,,,,,,,,,,,,,
PER-0019,Person,何志奇,,,,,,PER-0019,何志奇,,,,,,,,,,,,,,,,,,,,,,,
PER-0020,Person,何昌坚,,,,,,PER-0020,何昌坚,,,,,,,,,,,,,,,,,,,,,,,
PER-0021,Person,何詠紫女士,,,,,,PER-0021,何詠紫女士,,,,,,,,,,,,,,,,,,,,,,,
PER-0022,Person,余丰慧,,,,,,PER-0022,余丰慧,,,,,,,,,,,,,,,,,,,,,,,
PER-0023,Person,余思明,,,,,,PER-0023,余思明,,,,,,,,,,,,,,,,,,,,,,,
PER-0024,Person,余辉,,,,,,PER-0024,余辉,,,,,,,,,,,,,,,,,,,,,,,
PER-0025,Person,侯启军,,,,,,PER-0025,侯启军,,,,,,,,,,,,,,,,,,,,,,,
PER-0026,Person,侯昭飞,,,,,,PER-0026,侯昭飞,,,,,,,,,,,,,,,,,,,,,,,
PER-0027,Person,侯琋文,,,,,,PER-0027,侯琋文,,,,,,,,,,,,,,,,,,,,,,,
PER-0028,Person,俞俊,,,,,,PER-0028,俞俊,,,,,,,,,,,,,,,,,,,,,,,
PER-0029,Person,俞宏福,,,,,,PER-0029,俞宏福,,,,,,,,,,,,,,,,,,,,,,,
PER-0030,Person,修龙,,,,,,PER-0030,修龙,,,,,,,,,,,,,,,,,,,,,,,
PER-0031,Person,全寿山,,,,,,PER-0031,全寿山,,,,,,,,,,,,,,,,,,,,,,,
PER-0032,Person,公茂江,,,,,,PER-0032,公茂江,,,,,,,,,,,,,,,,,,,,,,,
PER-0033,Person,关新平,,,,,,PER-0033,关新平,,,,,,,,,,,,,,,,,,,,,,,
PER-0034,Person,其实,,,,,,PER-0034,其实,,,,,,,,,,,,,,,,,,,,,,,
PER-0035,Person,冀光恒,,,,,,PER-0035,冀光恒,,,,,,,,,,,,,,,,,,,,,,,
PER-0036,Person,冯强,,,,,,PER-0036,冯强,,,,,,,,,,,,,,,,,,,,,,,
PER-0037,Person,冯莉琼,,,,,,PER-0037,冯莉琼,,,,,,,,,,,,,,,,,,,,,,,
PER-0038,Person,刘义,,,,,,PER-0038,刘义,,,,,,,,,,,,,,,,,,,,,,,
PER-0039,Person,刘仁越,,,,,,PER-0039,刘仁越,,,,,,,,,,,,,,,,,,,,,,,
PER-0040,Person,刘佳灵,,,,,,PER-0040,刘佳灵,,,,,,,,,,,,,,,,,,,,,,,
PER-0041,Person,刘佳灵律师,,,,,,PER-0041,刘佳灵律师,,,,,,,,,,,,,,,,,,,,,,,
PER-0042,Person,刘宝军,,,,,,PER-0042,刘宝军,,,,,,,,,,,,,,,,,,,,,,,
PER-0043,Person,刘峰,,,,,,PER-0043,刘峰,,,,,,,,,,,,,,,,,,,,,,,
PER-0044,Person,刘平,,,,,,PER-0044,刘平,,,,,,,,,,,,,,,,,,,,,,,
PER-0045,Person,刘建强,,,,,,PER-0045,刘建强,,,,,,,,,,,,,,,,,,,,,,,
PER-0046,Person,刘忠庆,,,,,,PER-0046,刘忠庆,,,,,,,,,,,,,,,,,,,,,,,
PER-0047,Person,刘有华,,,,,,PER-0047,刘有华,,,,,,,,,,,,,,,,,,,,,,,
PER-0048,Person,刘汝臣,,,,,,PER-0048,刘汝臣,,,,,,,,,,,,,,,,,,,,,,,
PER-0049,Person,刘海波,,,,,,PER-0049,刘海波,,,,,,,,,,,,,,,,,,,,,,,
PER-0050,Person,刘舒琪,,,,,,PER-0050,刘舒琪,,,,,,,,,,,,,,,,,,,,,,,
PER-0051,Person,刘训峰,,,,,,PER-0051,刘训峰,,,,,,,,,,,,,,,,,,,,,,,
PER-0052,Person,刘驹,,,,,,PER-0052,刘驹,,,,,,,,,,,,,,,,,,,,,,,
PER-0053,Person,劉珺,,,,,,PER-0053,劉珺,,,,,,,,,,,,,,,,,,,,,,,
PER-0054,Person,华立,,,,,,PER-0054,华立,,,,,,,,,,,,,,,,,,,,,,,
PER-0055,Person,单广袖,,,,,,PER-0055,单广袖,,,,,,,,,,,,,,,,,,,,,,,
PER-0056,Person,卢少明,,,,,,PER-0056,卢少明,,,,,,,,,,,,,,,,,,,,,,,
PER-0057,Person,卢润凯,,,,,,PER-0057,卢润凯,,,,,,,,,,,,,,,,,,,,,,,
PER-0058,Person,印志松,,,,,,PER-0058,印志松,,,,,,,,,,,,,,,,,,,,,,,
PER-0059,Person,史青春,,,,,,PER-0059,史青春,,,,,,,,,,,,,,,,,,,,,,,
PER-0060,Person,叶理青,,,,,,PER-0060,叶理青,,,,,,,,,,,,,,,,,,,,,,,
PER-0061,Person,叶礼德,,,,,,PER-0061,叶礼德,,,,,,,,,,,,,,,,,,,,,,,
PER-0062,Person,吕光泉,,,,,,PER-0062,吕光泉,,,,,,,,,,,,,,,,,,,,,,,
PER-0063,Person,吕建华,,,,,,PER-0063,吕建华,,,,,,,,,,,,,,,,,,,,,,,
PER-0064,Person,吴以芳,,,,,,PER-0064,吴以芳,,,,,,,,,,,,,,,,,,,,,,,
PER-0065,Person,吴凌玥,,,,,,PER-0065,吴凌玥,,,,,,,,,,,,,,,,,,,,,,,
PER-0066,Person,吴婉莹,,,,,,PER-0066,吴婉莹,,,,,,,,,,,,,,,,,,,,,,,
PER-0067,Person,吴建平,,,,,,PER-0067,吴建平,,,,,,,,,,,,,,,,,,,,,,,
PER-0068,Person,吴志攀,,,,,,PER-0068,吴志攀,,,,,,,,,,,,,,,,,,,,,,,
PER-0069,Person,吴志锋,,,,,,PER-0069,吴志锋,,,,,,,,,,,,,,,,,,,,,,,
PER-0070,Person,吴清,,,,,,PER-0070,吴清,,,,,,,,,,,,,,,,,,,,,,,
PER-0071,Person,吴磊,,,,,,PER-0071,吴磊,,,,,,,,,,,,,,,,,,,,,,,
PER-0072,Person,吴红辉,,,,,,PER-0072,吴红辉,,,,,,,,,,,,,,,,,,,,,,,
PER-0073,Person,吴雷鸣,,,,,,PER-0073,吴雷鸣,,,,,,,,,,,,,,,,,,,,,,,
PER-0074,Person,呂向陽,,,,,,PER-0074,呂向陽,,,,,,,,,,,,,,,,,,,,,,,
PER-0075,Person,周厚禄,,,,,,PER-0075,周厚禄,,,,,,,,,,,,,,,,,,,,,,,
PER-0076,Person,周天育,,,,,,PER-0076,周天育,,,,,,,,,,,,,,,,,,,,,,,
PER-0077,Person,周学东,,,,,,PER-0077,周学东,,,,,,,,,,,,,,,,,,,,,,,
PER-0078,Person,周思聪,,,,,,PER-0078,周思聪,,,,,,,,,,,,,,,,,,,,,,,
PER-0079,Person,周明笙先生,,,,,,PER-0079,周明笙先生,,,,,,,,,,,,,,,,,,,,,,,
PER-0080,Person,周毅钦,,,,,,PER-0080,周毅钦,,,,,,,,,,,,,,,,,,,,,,,
PER-0081,Person,周锦明,,,,,,PER-0081,周锦明,,,,,,,,,,,,,,,,,,,,,,,
PER-0082,Person,周雪,,,,,,PER-0082,周雪,,,,,,,,,,,,,,,,,,,,,,,
PER-0083,Person,唐飞,,,,,,PER-0083,唐飞,,,,,,,,,,,,,,,,,,,,,,,
PER-0084,Person,喻玲,,,,,,PER-0084,喻玲,,,,,,,,,,,,,,,,,,,,,,,
PER-0085,Person,夏佐全,,,,,,PER-0085,夏佐全,,,,,,,,,,,,,,,,,,,,,,,
PER-0086,Person,夏凡捷,,,,,,PER-0086,夏凡捷,,,,,,,,,,,,,,,,,,,,,,,
PER-0087,Person,姚佩,,,,,,PER-0087,姚佩,,,,,,,,,,,,,,,,,,,,,,,
PER-0088,Person,姚林龙,,,,,,PER-0088,姚林龙,,,,,,,,,,,,,,,,,,,,,,,
PER-0089,Person,姚飞,,,,,,PER-0089,姚飞,,,,,,,,,,,,,,,,,,,,,,,
PER-0090,Person,姜滨,,,,,,PER-0090,姜滨,,,,,,,,,,,,,,,,,,,,,,,
PER-0091,Person,姜龙,,,,,,PER-0091,姜龙,,,,,,,,,,,,,,,,,,,,,,,
PER-0092,Person,姬为军,,,,,,PER-0092,姬为军,,,,,,,,,,,,,,,,,,,,,,,
PER-0093,Person,孔学兵,,,,,,PER-0093,孔学兵,,,,,,,,,,,,,,,,,,,,,,,
PER-0094,Person,孙业亮,,,,,,PER-0094,孙业亮,,,,,,,,,,,,,,,,,,,,,,,
PER-0095,Person,孙力实,,,,,,PER-0095,孙力实,,,,,,,,,,,,,,,,,,,,,,,
PER-0096,Person,孙国君,,,,,,PER-0096,孙国君,,,,,,,,,,,,,,,,,,,,,,,
PER-0097,Person,孙婧,,,,,,PER-0097,孙婧,,,,,,,,,,,,,,,,,,,,,,,
PER-0098,Person,孙婷,,,,,,PER-0098,孙婷,,,,,,,,,,,,,,,,,,,,,,,
