head_id,relation,tail_id,source_doc_id,source_chunk_id,confidence,role,valid_from,valid_to
000002,PARTICIPATES_IN,EVT-0031,1015,1015001,0.85,主体,,
000002,PARTICIPATES_IN,EVT-0300,1152,1152003,0.95,主体,,
000002,PARTICIPATES_IN,EVT-0301,1152,1152001,0.95,主体,,
000002,PARTICIPATES_IN,EVT-0302,1152,1152002,0.95,主体,,
000002,PARTICIPATES_IN,EVT-0303,1153,1153000,0.9,主体,,
000002,PARTICIPATES_IN,EVT-0304,1153,1153000,0.9,主体,,
000002,PARTICIPATES_IN,EVT-0305,1154,1154000,0.9,主体,,
000002,PARTICIPATES_IN,EVT-0306,1154,1154002,0.9,主体,,
000002,PARTICIPATES_IN,EVT-0307,1154,1154002,0.9,主体,,
000002,PARTICIPATES_IN,EVT-0471,1222,1222000,0.95,主体,,
000002,PARTICIPATES_IN,EVT-0572,1273,1273005,0.95,主体,,
000002,PARTICIPATES_IN,EVT-0573,1273,1273008,0.9,主体,,
000002,PARTICIPATES_IN,EVT-0653,1310,1310000,0.9,主体,,
000002,PARTICIPATES_IN,EVT-0727,1341,1341000,0.9,主体,,
000002,PARTICIPATES_IN,EVT-0728,1341,1341003,0.9,主体,,
000002,PARTICIPATES_IN,EVT-1240,2010,2010000,0.95,主体,,
000002,PARTICIPATES_IN,EVT-1241,2010,2010000,0.9,主体,,
000002,PARTICIPATES_IN,EVT-1242,2010,2010000,0.88,主体,,
000002,PARTICIPATES_IN,EVT-1287,2023,2023000,0.95,主体,,
000034,PARTICIPATES_IN,EVT-1149,1553,1553000,0.9,主体,,
000034,PARTICIPATES_IN,EVT-1158,1558,1558001,0.9,主体,,
000034,PARTICIPATES_IN,EVT-1159,1558,1558002,0.85,主体,,
000063,HAS_EXECUTIVE,PER-0056,1272,1272003,0.9,,,
000063,HAS_EXECUTIVE,PER-0161,1228,1228002,0.85,,,
000063,HAS_EXECUTIVE,PER-0161,1347,1347007,0.9,,,
000063,HAS_EXECUTIVE,PER-0172,1228,1228002,0.85,,,
000063,HAS_EXECUTIVE,PER-0172,1347,1347007,0.9,,,
000063,HAS_EXECUTIVE,PER-0204,1228,1228002,0.85,,,
000063,PARTICIPATES_IN,EVT-0421,1199,1199000,0.9,主体,,
000063,PARTICIPATES_IN,EVT-0483,1228,1228001,0.95,主体,,
000063,PARTICIPATES_IN,EVT-0484,1228,1228000,0.9,主体,,
000063,PARTICIPATES_IN,EVT-0570,1272,1272001,0.95,主体,,
000063,PARTICIPATES_IN,EVT-0570,1272,1272001,0.9,涉及方,,
000063,PARTICIPATES_IN,EVT-0571,1272,1272001,0.9,主体,,
000063,PARTICIPATES_IN,EVT-0594,1283,1283001,0.95,主体,,
000063,PARTICIPATES_IN,EVT-0595,1283,1283004,0.95,主体,,
000063,PARTICIPATES_IN,EVT-0596,1283,1283002,0.9,主体,,
000063,PARTICIPATES_IN,EVT-0609,1289,1289001,0.9,主体,,
000063,PARTICIPATES_IN,EVT-0610,1289,1289000,0.9,主体,,
000063,PARTICIPATES_IN,EVT-0714,1289,1289000,0.9,主体,,
000063,PARTICIPATES_IN,EVT-0714,1336,1336000,0.95,主体,,
000063,PARTICIPATES_IN,EVT-0715,1336,1336001,0.95,主体,,
000063,PARTICIPATES_IN,EVT-0740,1347,1347001,0.92,主体,,
000063,PARTICIPATES_IN,EVT-0840,1389,1389006,0.95,主体,,
000063,PARTICIPATES_IN,EVT-0841,1389,1389026,0.9,主体,,
000333,HAS_EXECUTIVE,PER-0013,1374,1374000,0.9,,,
000333,HAS_EXECUTIVE,PER-0173,1142,1142000,0.95,,,
000333,HAS_EXECUTIVE,PER-0181,1374,1374000,0.9,,,
000333,HAS_EXECUTIVE,PER-0202,1325,1325014,0.85,,,
000333,HAS_EXECUTIVE,PER-0257,1325,1325010,0.8,,,
000333,HAS_EXECUTIVE,PER-0291,1325,1325014,0.85,,,
000333,HAS_EXECUTIVE,PER-0314,1374,1374000,0.9,,,
000333,HAS_EXECUTIVE,PER-0358,1325,1325010,0.85,,,
000333,PARTICIPATES_IN,EVT-0216,1106,1106000,0.9,主体,,
000333,PARTICIPATES_IN,EVT-0217,1106,1106001,0.9,主体,,
000333,PARTICIPATES_IN,EVT-0218,1106,1106001,0.9,主体,,
000333,PARTICIPATES_IN,EVT-0276,1142,1142000,0.95,主体,,
000333,PARTICIPATES_IN,EVT-0277,1142,1142001,0.95,主体,,
000333,PARTICIPATES_IN,EVT-0278,1142,1142003,0.9,主体,,
000333,PARTICIPATES_IN,EVT-0279,1142,1142004,0.9,主体,,
000333,PARTICIPATES_IN,EVT-0280,1143,1143002,0.9,主体,,
000333,PARTICIPATES_IN,EVT-0281,1143,1143000,0.9,主体,,
000333,PARTICIPATES_IN,EVT-0282,1143,1143001,0.9,主体,,
000333,PARTICIPATES_IN,EVT-0615,1292,1292000,0.95,主体,,
000333,PARTICIPATES_IN,EVT-0616,1292,1292000,0.95,主体,,
000333,PARTICIPATES_IN,EVT-0617,1292,1292001,0.95,主体,,
000333,PARTICIPATES_IN,EVT-0689,1325,1325000,0.95,主体,,
000333,PARTICIPATES_IN,EVT-0690,1325,1325023,0.95,主体,,
000333,PARTICIPATES_IN,EVT-0691,1292,1292001,0.9,主体,,
000333,PARTICIPATES_IN,EVT-0691,1325,1325016,0.9,主体,,
000333,PARTICIPATES_IN,EVT-0807,1374,1374000,0.9,主体,,
000333,PARTICIPATES_IN,EVT-1293,2026,2026003,0.9,主体,,
000338,HAS_EXECUTIVE,PER-0005,1055,1055000,0.9,,,
000338,HAS_EXECUTIVE,PER-0038,1056,1056008,0.9,,,
000338,HAS_EXECUTIVE,PER-0038,1057,1057004,0.9,,,
000338,HAS_EXECUTIVE,PER-0131,1369,1369008,0.9,,,
000338,HAS_EXECUTIVE,PER-0281,1369,1369003,0.9,,,
000338,PARTICIPATES_IN,EVT-0115,1055,1055000,0.85,涉及方,,
000338,PARTICIPATES_IN,EVT-0116,1056,1056001,0.95,主体,,
000338,PARTICIPATES_IN,EVT-0116,1057,1057000,0.95,主体,,
000338,PARTICIPATES_IN,EVT-0117,1057,1057002,0.9,主体,,
000338,PARTICIPATES_IN,EVT-0118,1057,1057003,0.9,主体,,
000338,PARTICIPATES_IN,EVT-0119,1057,1057004,0.9,主体,,
000338,PARTICIPATES_IN,EVT-0296,1151,1151000,0.9,主体,,
000338,PARTICIPATES_IN,EVT-0297,1151,1151000,0.9,主体,,
000338,PARTICIPATES_IN,EVT-0298,1151,1151000,0.9,主体,,
000338,PARTICIPATES_IN,EVT-0299,1151,1151000,0.9,主体,,
000338,PARTICIPATES_IN,EVT-0372,1180,1180000,0.95,主体,,
000338,PARTICIPATES_IN,EVT-0373,1180,1180003,0.85,主体,,
000338,PARTICIPATES_IN,EVT-0374,1180,1180004,0.9,主体,,
000338,PARTICIPATES_IN,EVT-0504,1237,1237000,0.9,主体,,
000338,PARTICIPATES_IN,EVT-0505,1237,1237001,0.9,主体,,
000338,PARTICIPATES_IN,EVT-0506,1237,1237005,0.9,主体,,
000338,PARTICIPATES_IN,EVT-0507,1237,1237006,0.9,主体,,
000338,PARTICIPATES_IN,EVT-0636,1302,1302010,0.95,主体,,
000338,PARTICIPATES_IN,EVT-0637,1302,1302011,0.9,主体,,
000338,PARTICIPATES_IN,EVT-0638,1302,1302001,0.9,主体,,
000338,PARTICIPATES_IN,EVT-0795,1369,1369003,0.95,主体,,
000338,PARTICIPATES_IN,EVT-0796,1369,1369007,0.9,主体,,
000338,PARTICIPATES_IN,EVT-0797,1369,1369008,0.9,主体,,
000338,PARTICIPATES_IN,EVT-1283,2022,2022000,0.95,主体,,
000338,PARTICIPATES_IN,EVT-1286,2022,2022004,0.9,主体,,
000338,PARTICIPATES_IN,EVT-1288,2024,2024000,0.9,主体,,
000651,BELONGS_TO,IND-0029,1388,1388021,0.85,,,
000651,PARTICIPATES_IN,EVT-0435,1205,1205001,0.95,主体,,
000651,PARTICIPATES_IN,EVT-0436,1205,1205002,0.95,主体,,
000651,PARTICIPATES_IN,EVT-0437,1205,1205000,0.95,主体,,
000651,PARTICIPATES_IN,EVT-0629,1298,1298003,0.8,涉及方,,
000651,PARTICIPATES_IN,EVT-0838,1388,1388018,0.95,主体,,
000651,PARTICIPATES_IN,EVT-0839,1388,1388020,0.9,主体,,
000651,PARTICIPATES_IN,EVT-1264,2017,2017000,0.95,主体,,
000651,PARTICIPATES_IN,EVT-1265,2017,2017000,0.9,主体,,
000651,PARTICIPATES_IN,EVT-1266,2017,2017002,0.9,主体,,
000651,PARTICIPATES_IN,EVT-1267,2017,2017002,0.9,主体,,
000725,HAS_EXECUTIVE,PER-0036,1031,1031005,0.9,,,
000725,HAS_EXECUTIVE,PER-0036,1032,1032000,0.9,,,
000725,HAS_EXECUTIVE,PER-0037,1031,1031005,0.9,,,
000725,HAS_EXECUTIVE,PER-0377,1223,1223000,0.8,,,
000725,PARTICIPATES_IN,EVT-0056,1031,1031000,0.95,主体,,
000725,PARTICIPATES_IN,EVT-0058,1032,1032000,0.95,主体,,
000725,PARTICIPATES_IN,EVT-0059,1032,1032002,0.95,主体,,
000725,PARTICIPATES_IN,EVT-0137,1067,1067000,0.9,主体,,
000725,PARTICIPATES_IN,EVT-0274,1141,1141000,0.9,主体,,
000725,PARTICIPATES_IN,EVT-0472,1223,1223000,0.9,涉及方,,
000725,PARTICIPATES_IN,EVT-0530,1249,1249000,0.9,主体,,
000725,PARTICIPATES_IN,EVT-0531,1249,1249001,0.9,主体,,
000725,PARTICIPATES_IN,EVT-0532,1249,1249002,0.9,主体,,
000725,PARTICIPATES_IN,EVT-0532,1249,1249003,0.9,主体,,
000725,PARTICIPATES_IN,EVT-0791,1368,1368000,0.95,主体,,
000725,PARTICIPATES_IN,EVT-0792,1368,1368000,0.95,主体,,
000725,PARTICIPATES_IN,EVT-0793,1368,1368001,0.9,主体,,
000725,PARTICIPATES_IN,EVT-0794,1368,1368016,0.9,主体,,
000725,PARTICIPATES_IN,EVT-1293,2026,2026003,0.9,涉及方,,
000792,HAS_EXECUTIVE,PER-0026,1065,1065005,0.9,,,
000792,HAS_EXECUTIVE,PER-0026,1066,1066000,0.9,,,
000792,PARTICIPATES_IN,EVT-0091,1046,1046000,0.9,主体,,
000792,PARTICIPATES_IN,EVT-0092,1046,1046001,0.95,主体,,
000792,PARTICIPATES_IN,EVT-0131,1065,1065000,0.9,主体,,
000792,PARTICIPATES_IN,EVT-0132,1065,1065007,0.9,主体,,
000792,PARTICIPATES_IN,EVT-0133,1065,1065008,0.9,主体,,
000792,PARTICIPATES_IN,EVT-0134,1065,1065011,0.9,主体,,
000792,PARTICIPATES_IN,EVT-0135,1066,1066001,0.95,主体,,
000792,PARTICIPATES_IN,EVT-0136,1066,1066003,0.9,主体,,
000792,PARTICIPATES_IN,EVT-0369,1179,1179008,0.95,主体,,
000792,PARTICIPATES_IN,EVT-0370,1179,1179007,0.9,主体,,
000792,PARTICIPATES_IN,EVT-0371,1179,1179005,0.85,主体,,
000792,PARTICIPATES_IN,EVT-0566,1269,1269031,0.9,主体,,
000792,PARTICIPATES_IN,EVT-0567,1269,1269031,0.8,主体,,
000792,PARTICIPATES_IN,EVT-0568,1270,1270000,0.7,主体,,
000792,PARTICIPATES_IN,EVT-0569,1271,1271007,0.9,主体,,
000792,PARTICIPATES_IN,EVT-0711,1335,1335000,0.95,主体,,
000792,PARTICIPATES_IN,EVT-0712,1335,1335001,0.9,主体,,
000792,PARTICIPATES_IN,EVT-0713,1335,1335001,0.9,主体,,
000858,HAS_EXECUTIVE,PER-0367,1351,1351001,0.9,,,
000858,PARTICIPATES_IN,EVT-0270,1138,1138000,0.9,主体,,
000858,PARTICIPATES_IN,EVT-0271,1138,1138001,0.9,主体,,
000858,PARTICIPATES_IN,EVT-0271,1138,1138001,0.9,涉及方,,
000858,PARTICIPATES_IN,EVT-0501,1236,1236001,0.95,主体,,
000858,PARTICIPATES_IN,EVT-0502,1236,1236000,0.95,主体,,
000858,PARTICIPATES_IN,EVT-0503,1236,1236002,0.9,主体,,
000858,PARTICIPATES_IN,EVT-0549,1259,1259000,0.9,主体,,
000858,PARTICIPATES_IN,EVT-0550,1259,1259001,0.9,主体,,
000858,PARTICIPATES_IN,EVT-0551,1259,1259002,0.9,主体,,
000858,PARTICIPATES_IN,EVT-0675,1318,1318002,0.95,主体,,
000858,PARTICIPATES_IN,EVT-0676,1318,1318005,0.95,主体,,
000858,PARTICIPATES_IN,EVT-0676,1318,1318005,0.9,涉及方,,
000858,PARTICIPATES_IN,EVT-0748,1351,1351000,0.9,主体,,
000858,PARTICIPATES_IN,EVT-0749,1351,1351001,0.9,主体,,
000858,PARTICIPATES_IN,EVT-1452,2085,2085003,0.94,主体,,
000963,PARTICIPATES_IN,EVT-0901,1421,1421000,0.9,主体,,
000963,PARTICIPATES_IN,EVT-0994,1472,1472000,0.9,涉及方,,
000963,PARTICIPATES_IN,EVT-0995,1472,1472004,0.85,主体,,
000963,PARTICIPATES_IN,EVT-0996,1473,1473000,0.9,主体,,
000963,PARTICIPATES_IN,EVT-1125,1541,1541000,0.85,涉及方,,
000963,PARTICIPATES_IN,EVT-1387,2061,2061000,0.9,主体,,
002051,HAS_EXECUTIVE,PER-0120,1126,1126000,0.9,,,
002051,HAS_EXECUTIVE,PER-0276,1126,1126000,0.95,,,
002051,HAS_EXECUTIVE,PER-0320,1126,1126000,0.9,,,
002051,PARTICIPATES_IN,EVT-0053,1030,1030000,0.95,主体,,
002051,PARTICIPATES_IN,EVT-0054,1030,1030000,0.95,主体,,
002051,PARTICIPATES_IN,EVT-0055,1030,1030000,0.95,主体,,
002051,PARTICIPATES_IN,EVT-0250,1126,1126000,0.95,主体,,
002051,PARTICIPATES_IN,EVT-0251,1126,1126001,0.9,主体,,
002051,PARTICIPATES_IN,EVT-0419,1198,1198000,0.9,主体,,
002051,PARTICIPATES_IN,EVT-0420,1198,1198001,0.9,主体,,
002051,PARTICIPATES_IN,EVT-0464,1218,1218000,0.9,主体,,
002051,PARTICIPATES_IN,EVT-0632,1301,1301000,0.95,主体,,
002051,PARTICIPATES_IN,EVT-0633,1301,1301004,0.95,主体,,
002051,PARTICIPATES_IN,EVT-0634,1301,1301003,0.9,主体,,
002051,PARTICIPATES_IN,EVT-0635,1301,1301004,0.9,主体,,
002051,PARTICIPATES_IN,EVT-0806,1373,1373000,0.8,涉及方,,
002128,PARTICIPATES_IN,EVT-0987,1469,1469001,0.9,主体,,
002128,PARTICIPATES_IN,EVT-0989,1469,1469009,0.9,主体,,
002128,PARTICIPATES_IN,EVT-0990,1470,1470000,0.9,主体,,
002128,PARTICIPATES_IN,EVT-0991,1471,1471000,0.9,主体,,
002128,PARTICIPATES_IN,EVT-0992,1471,1471004,0.85,主体,,
002200,HAS_EXECUTIVE,PER-0431,1561,1561001,0.85,,,
002200,PARTICIPATES_IN,EVT-1162,1561,1561003,0.95,主体,,
002241,HAS_EXECUTIVE,PER-0090,1354,1354003,0.9,,,
002241,HAS_EXECUTIVE,PER-0286,1120,1120002,0.8,,,
002241,PARTICIPATES_IN,EVT-0122,1059,1059002,0.9,主体,,
002241,PARTICIPATES_IN,EVT-0123,1059,1059000,0.95,主体,,
002241,PARTICIPATES_IN,EVT-0123,1059,1059008,0.9,主体,,
002241,PARTICIPATES_IN,EVT-0124,1059,1059003,0.9,主体,,
002241,PARTICIPATES_IN,EVT-0181,1088,1088000,0.95,主体,,
002241,PARTICIPATES_IN,EVT-0182,1088,1088022,0.95,主体,,
002241,PARTICIPATES_IN,EVT-0204,1098,1098000,0.95,主体,,
002241,PARTICIPATES_IN,EVT-0205,1098,1098001,0.9,主体,,
002241,PARTICIPATES_IN,EVT-0236,1120,1120000,0.95,主体,,
002241,PARTICIPATES_IN,EVT-0237,1120,1120002,0.9,主体,,
002241,PARTICIPATES_IN,EVT-0238,1120,1120027,0.9,主体,,
002241,PARTICIPATES_IN,EVT-0431,1204,1204000,0.9,主体,,
002241,PARTICIPATES_IN,EVT-0432,1204,1204001,0.9,主体,,
002241,PARTICIPATES_IN,EVT-0433,1204,1204005,0.9,主体,,
002241,PARTICIPATES_IN,EVT-0434,1204,1204006,0.9,主体,,
002241,PARTICIPATES_IN,EVT-0527,1248,1248000,0.9,主体,,
002241,PARTICIPATES_IN,EVT-0528,1248,1248001,0.9,主体,,
002241,PARTICIPATES_IN,EVT-0529,1248,1248004,0.9,主体,,
002241,PARTICIPATES_IN,EVT-0687,1323,1323000,0.95,主体,,
002241,PARTICIPATES_IN,EVT-0688,1323,1323005,0.95,主体,,
002241,PARTICIPATES_IN,EVT-0752,1354,1354000,0.95,主体,,
002241,PARTICIPATES_IN,EVT-0753,1354,1354006,0.85,主体,,
002241,PARTICIPATES_IN,EVT-0754,1354,1354005,0.85,主体,,
002307,PARTICIPATES_IN,EVT-1161,1560,1560000,0.95,主体,,
002307,PARTICIPATES_IN,EVT-1168,1564,1564000,0.95,主体,,
002307,PARTICIPATES_IN,EVT-1169,1565,1565001,0.9,主体,,
002323,HAS_EXECUTIVE,PER-0229,1537,1537002,0.9,,,
002323,PARTICIPATES_IN,EVT-1097,1527,1527000,0.8,主体,,
002323,PARTICIPATES_IN,EVT-1118,1537,1537000,0.92,主体,,
002350,PARTICIPATES_IN,EVT-0927,1434,1434000,0.9,主体,,
002350,PARTICIPATES_IN,EVT-1018,1485,1485000,0.95,主体,,
002350,PARTICIPATES_IN,EVT-1019,1485,1485001,0.9,主体,,
002371,BELONGS_TO,IND-0033,2027,2027002,0.85,,,
002371,BELONGS_TO,IND-0033,2030,2030000,0.8,,,
002371,HAS_EXECUTIVE,PER-0083,1372,1372000,0.9,,,
002371,HAS_EXECUTIVE,PER-0360,2035,2035003,0.9,,,
002371,PARTICIPATES_IN,EVT-0051,1027,1027001,0.95,主体,,
002371,PARTICIPATES_IN,EVT-0052,1027,1027002,0.95,主体,,
002371,PARTICIPATES_IN,EVT-0367,1178,1178000,0.9,主体,,
002371,PARTICIPATES_IN,EVT-0368,1178,1178017,0.9,主体,,
002371,PARTICIPATES_IN,EVT-0450,1212,1212003,0.95,主体,,
002371,PARTICIPATES_IN,EVT-0451,1212,1212007,0.9,主体,,
002371,PARTICIPATES_IN,EVT-0452,1212,1212007,0.9,主体,,
002371,PARTICIPATES_IN,EVT-0509,1239,1239000,0.95,主体,,
002371,PARTICIPATES_IN,EVT-0510,1027,1027000,0.95,主体,,
002371,PARTICIPATES_IN,EVT-0510,1239,1239000,0.95,主体,,
002371,PARTICIPATES_IN,EVT-0511,1027,1027002,0.93,主体,,
002371,PARTICIPATES_IN,EVT-0511,1239,1239001,0.95,主体,,
002371,PARTICIPATES_IN,EVT-0600,1285,1285000,0.95,主体,,
002371,PARTICIPATES_IN,EVT-0601,1285,1285001,0.95,主体,,
002371,PARTICIPATES_IN,EVT-0602,1285,1285003,0.95,主体,,
002371,PARTICIPATES_IN,EVT-0603,1285,1285005,0.9,主体,,
002371,PARTICIPATES_IN,EVT-0604,1286,1286000,0.9,主体,,
002371,PARTICIPATES_IN,EVT-0765,1359,1359000,0.95,主体,,
002371,PARTICIPATES_IN,EVT-0766,1359,1359001,0.95,主体,,
002371,PARTICIPATES_IN,EVT-0767,1359,1359000,0.9,主体,,
002371,PARTICIPATES_IN,EVT-0804,1372,1372000,0.8,涉及方,,
002371,PARTICIPATES_IN,EVT-0805,1372,1372000,0.9,主体,,
002371,PARTICIPATES_IN,EVT-1296,2027,2027002,0.85,涉及方,,
002371,PARTICIPATES_IN,EVT-1304,2030,2030000,0.8,主体,,
002376,PARTICIPATES_IN,EVT-0882,1408,1408000,0.95,主体,,
002376,PARTICIPATES_IN,EVT-0883,1408,1408001,0.9,主体,,
002376,PARTICIPATES_IN,EVT-1029,1491,1491001,0.95,主体,,
002376,PARTICIPATES_IN,EVT-1076,1513,1513000,0.9,主体,,
002376,PARTICIPATES_IN,EVT-1076,1513,1513000,0.85,涉及方,,
002376,PARTICIPATES_IN,EVT-1077,1513,1513001,0.88,主体,,
002376,PARTICIPATES_IN,EVT-1475,2095,2095000,0.95,主体,,
002376,PARTICIPATES_IN,EVT-1475,2095,2095000,0.9,涉及方,,
002376,SUPPLIES,601398,2095,2095000,0.7,,,
002457,PARTICIPATES_IN,EVT-1145,1551,1551000,0.9,主体,,
002457,PARTICIPATES_IN,EVT-1146,1551,1551000,0.9,主体,,
002457,PARTICIPATES_IN,EVT-1156,1557,1557000,0.95,主体,,
002457,PARTICIPATES_IN,EVT-1157,1557,1557000,0.9,主体,,
002457,PARTICIPATES_IN,EVT-1204,1586,1586000,0.95,主体,,
002457,PARTICIPATES_IN,EVT-1205,1586,1586000,0.9,主体,,
002457,PARTICIPATES_IN,EVT-1384,2060,2060001,0.9,主体,,
002475,PARTICIPATES_IN,EVT-0026,1014,1014001,0.9,主体,,
002475,PARTICIPATES_IN,EVT-0027,1014,1014004,0.9,主体,,
002475,PARTICIPATES_IN,EVT-0028,1014,1014000,0.9,主体,,
002475,PARTICIPATES_IN,EVT-0067,1036,1036004,0.95,主体,,
002475,PARTICIPATES_IN,EVT-0068,1036,1036008,0.95,主体,,
002475,PARTICIPATES_IN,EVT-0069,1036,1036008,0.95,主体,,
002475,PARTICIPATES_IN,EVT-0070,1036,1036011,0.95,主体,,
002475,PARTICIPATES_IN,EVT-0151,1073,1073000,0.95,主体,,
002475,PARTICIPATES_IN,EVT-0152,1073,1073003,0.9,主体,,
002475,PARTICIPATES_IN,EVT-0395,1189,1189000,0.92,主体,,
002475,PARTICIPATES_IN,EVT-0396,1189,1189001,0.9,主体,,
002475,PARTICIPATES_IN,EVT-0397,1189,1189000,0.88,主体,,
002475,PARTICIPATES_IN,EVT-0546,1258,1258000,0.95,主体,,
002475,PARTICIPATES_IN,EVT-0547,1258,1258001,0.95,主体,,
002475,PARTICIPATES_IN,EVT-0548,1258,1258001,0.95,主体,,
002475,PARTICIPATES_IN,EVT-0789,1367,1367000,0.95,主体,,
002475,PARTICIPATES_IN,EVT-0790,1367,1367000,0.95,主体,,
002475,PARTICIPATES_IN,EVT-1469,2092,2092002,0.9,受影响方,,
002531,PARTICIPATES_IN,EVT-1066,1509,1509000,0.9,主体,,
002531,PARTICIPATES_IN,EVT-1094,1526,1526000,0.9,主体,,
002531,PARTICIPATES_IN,EVT-1095,1526,1526002,0.85,主体,,
002531,PARTICIPATES_IN,EVT-1136,1545,1545000,0.9,主体,,
002586,PARTICIPATES_IN,EVT-0918,1429,1429000,0.9,主体,,
002586,PARTICIPATES_IN,EVT-0919,1429,1429002,0.9,主体,,
002586,PARTICIPATES_IN,EVT-1034,1493,1493000,0.9,主体,,
002586,PARTICIPATES_IN,EVT-1035,1493,1493000,0.9,主体,,
002586,PARTICIPATES_IN,EVT-1174,1569,1569000,0.9,主体,,
002594,HAS_EXECUTIVE,PER-0019,2007,2007008,0.9,,,
002594,PARTICIPATES_IN,EVT-0556,1264,1264000,0.9,主体,,
002594,PARTICIPATES_IN,EVT-0557,1264,1264002,0.9,主体,,
002594,PARTICIPATES_IN,EVT-0720,1338,1338000,0.9,主体,,
002594,PARTICIPATES_IN,EVT-0721,1338,1338002,0.9,主体,,
002594,PARTICIPATES_IN,EVT-1234,2007,2007006,0.85,主体,,
002714,HAS_EXECUTIVE,PER-0183,1045,1045000,0.95,,,
002714,PARTICIPATES_IN,EVT-0086,1044,1044001,0.9,主体,,
002714,PARTICIPATES_IN,EVT-0087,1044,1044003,0.9,主体,,
002714,PARTICIPATES_IN,EVT-0088,1044,1044007,0.9,主体,,
002714,PARTICIPATES_IN,EVT-0089,1044,1044012,0.9,主体,,
002714,PARTICIPATES_IN,EVT-0089,1045,1045001,0.95,主体,,
002714,PARTICIPATES_IN,EVT-0089,1045,1045002,0.95,主体,,
002714,PARTICIPATES_IN,EVT-0090,1045,1045000,0.95,主体,,
002714,PARTICIPATES_IN,EVT-0171,1084,1084000,0.95,主体,,
002714,PARTICIPATES_IN,EVT-0430,1203,1203000,0.95,主体,,
002714,PARTICIPATES_IN,EVT-0607,1288,1288000,0.9,主体,,
002714,PARTICIPATES_IN,EVT-0608,1288,1288003,0.9,主体,,
002714,PARTICIPATES_IN,EVT-0701,1330,1330000,0.95,主体,,
002714,PARTICIPATES_IN,EVT-0702,1330,1330001,0.95,主体,,
002714,PARTICIPATES_IN,EVT-0703,1330,1330001,0.95,主体,,
300021,PARTICIPATES_IN,EVT-0880,1407,1407000,0.95,主体,,
300021,PARTICIPATES_IN,EVT-1175,1570,1570000,0.9,主体,,
300021,PARTICIPATES_IN,EVT-1175,1570,1570000,0.9,涉及方,,
300021,PARTICIPATES_IN,EVT-1192,1578,1578000,0.95,主体,,
300021,PARTICIPATES_IN,EVT-1192,1578,1578000,0.9,涉及方,,
300022,PARTICIPATES_IN,EVT-0746,1350,1350000,0.9,主体,,
300022,PARTICIPATES_IN,EVT-0747,1350,1350000,0.9,主体,,
300022,PARTICIPATES_IN,EVT-0975,1463,1463000,0.95,主体,,
300022,PARTICIPATES_IN,EVT-0976,1463,1463001,0.9,主体,,
300022,PARTICIPATES_IN,EVT-1000,1475,1475000,0.9,主体,,
300022,PARTICIPATES_IN,EVT-1001,1475,1475012,0.9,主体,,
300059,PARTICIPATES_IN,EVT-0043,1022,1022000,0.9,主体,,
300059,PARTICIPATES_IN,EVT-0044,1022,1022003,0.9,主体,,
300059,PARTICIPATES_IN,EVT-0333,1164,1164000,0.9,主体,,
300059,PARTICIPATES_IN,EVT-0334,1164,1164000,0.9,主体,,
300059,PARTICIPATES_IN,EVT-0391,1188,1188000,0.95,主体,,
300059,PARTICIPATES_IN,EVT-0392,1188,1188000,0.95,主体,,
